0.050219 0.000000
0.150656 0.000000
0.251093 0.000000
0.351530 0.000000
0.451967 0.000000
0.552404 0.000000
0.652842 0.000000
0.753279 0.000000
0.853716 0.000000
0.954153 0.000000
1.054590 0.000000
1.155027 0.000000
1.255465 0.000000
1.355902 0.000000
1.456339 0.000000
1.556776 0.000000
1.657213 0.000000
1.757651 0.000000
1.858088 0.000000
1.958525 0.000000
2.058962 0.000000
2.159399 0.000000
2.259836 0.000000
2.360274 0.000000
2.460711 0.000000
2.561148 0.000000
2.661585 0.000000
2.762022 0.000000
2.862459 0.000000
2.962897 0.000000
3.063334 0.000000
3.163771 0.000000
3.264208 0.000000
3.364645 0.000000
3.465082 0.000000
3.565520 0.000000
3.665957 0.000000
3.766394 0.000000
3.866831 0.000000
3.967268 0.000000
4.067705 0.000000
4.168143 0.000000
4.268580 0.000000
4.369017 0.000000
4.469454 0.000000
4.569891 0.000000
4.670329 0.000000
4.770766 0.000000
4.871203 0.000000
4.971640 0.000000
5.072077 0.000000
5.172514 0.000000
5.272952 0.000000
5.373389 0.000000
5.473826 0.000000
5.574263 0.000000
5.674700 10.532520
5.775137 58.473859
5.875575 181.756506
5.976012 291.248007
6.076449 263.328038
6.176886 188.162561
6.277323 114.047855
6.377760 65.317676
6.478198 25.592621
6.578635 17.633236
6.679072 5.068714
6.779509 2.459823
6.879946 1.791396
6.980384 0.000000
7.080821 0.000000
7.181258 0.548075
7.281695 0.533060
7.382132 0.000000
7.482569 0.000000
7.583007 0.000000
7.683444 0.000000
7.783881 0.000000
7.884318 0.000000
7.984755 0.000000
8.085192 0.000000
8.185630 0.000000
8.286067 0.000000
8.386504 0.000000
8.486941 0.000000
8.587378 0.000000
8.687815 0.000000
8.788253 0.000000
8.888690 0.000000
8.989127 0.000000
9.089564 0.000000
9.190001 0.000000
9.290438 0.000000
9.390876 0.000000
9.491313 0.000000
9.591750 0.000000
9.692187 0.000000
9.792624 0.000000
9.893062 0.000000
9.993499 0.000000
10.093936 0.000000
10.194373 0.000000
10.294810 0.000000
10.395247 0.000000
10.495685 0.000000
10.596122 0.000000
10.696559 0.000000
10.796996 0.000000
10.897433 0.000000
10.997870 0.000000
11.098308 0.000000
11.198745 0.000000
11.299182 0.000000
11.399619 0.000000
11.500056 0.000000
11.600493 0.000000
11.700931 0.000000
11.801368 0.000000
11.901805 0.000000
12.002242 0.000000
12.102679 0.000000
12.203116 0.000000
12.303554 0.000000
12.403991 0.000000
12.504428 0.000000
12.604865 0.000000
12.705302 0.000000
12.805740 0.000000
12.906177 0.000000
13.006614 0.000000
13.107051 0.000000
13.207488 0.000000
13.307925 0.000000
13.408363 0.000000
13.508800 0.000000
13.609237 0.000000
13.709674 0.000000
13.810111 0.000000
13.910548 0.000000
14.010986 0.000000
14.111423 0.000000
14.211860 0.000000
14.312297 0.000000
14.412734 0.000000
14.513171 0.000000
14.613609 0.000000
14.714046 0.000000
14.814483 0.000000
14.914920 0.000000
15.015357 0.000000
15.115795 0.000000
15.216232 0.000000
15.316669 0.000000
15.417106 0.000000
15.517543 0.000000
15.617980 0.000000
15.718418 0.000000
15.818855 0.000000
15.919292 0.000000
16.019729 0.000000
16.120166 0.000000
16.220603 0.000000
16.321041 0.000000
16.421478 0.000000
16.521915 0.000000
16.622352 0.000000
16.722789 0.000000
16.823226 0.000000
16.923664 0.000000
17.024101 0.000000
17.124538 0.000000
17.224975 0.000000
17.325412 0.000000
17.425849 0.000000
17.526287 0.000000
17.626724 0.000000
17.727161 0.000000
17.827598 0.000000
17.928035 0.000000
18.028473 0.000000
18.128910 0.000000
18.229347 0.000000
18.329784 0.000000
18.430221 0.000000
18.530658 0.000000
18.631096 0.000000
18.731533 0.000000
18.831970 0.000000
18.932407 0.000000
19.032844 0.000000
19.133281 0.000000
